player_id,Pos,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_year,season_type
joneshe01,SF,NOP,4,4,141,16,41,8,24,8,17,12,12,6,14,20,10,5,1,11,15,52,2024,playoff
jordade01,C,DEN,2,0,13,1,2,0,0,1,2,2,2,1,2,3,0,1,1,0,4,4,2024,playoff
jovicni01,PF,MIA,5,5,128,16,36,9,22,7,14,6,7,2,31,33,11,5,3,6,9,47,2024,playoff
klebima01,C,DAL,13,0,219,16,39,12,28,4,11,4,6,4,21,25,13,3,4,5,20,48,2024,playoff
kornelu01,C,BOS,13,0,133,14,21,0,0,14,21,11,13,19,22,41,7,1,5,6,11,39,2024,playoff
lawsoaj01,SG,DAL,10,0,30,4,9,2,6,2,3,1,2,1,2,3,0,0,1,0,1,11,2024,playoff
leonaka01,SF,LAC,2,2,59,11,24,0,5,11,19,2,3,3,13,16,4,4,1,4,3,24,2024,playoff
leverca01,SG,CLE,11,1,278,44,102,6,33,38,69,17,26,8,32,40,25,9,6,14,14,111,2024,playoff
liddeej01,PF,NOP,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2024,playoff
lillada01,PG,MIL,4,4,156,34,81,20,48,14,33,37,38,2,11,13,20,4,0,9,8,125,2024,playoff
littlna01,SF,PHO,4,0,14,3,5,1,3,2,2,0,0,0,1,1,0,0,0,0,2,7,2024,playoff
livelde01,C,DAL,21,0,462,64,95,1,1,63,94,36,61,57,99,156,27,9,20,21,48,165,2024,playoff
livinch01,SF,MIL,2,0,6,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,2024,playoff
lopezbr01,C,MIL,6,6,200,44,75,10,23,34,52,8,15,11,15,26,11,0,8,9,10,106,2024,playoff
loveke01,PF,MIA,5,0,32,4,9,1,4,3,5,0,0,1,13,14,4,0,0,2,2,9,2024,playoff
lowryky01,PG,PHI,6,6,175,11,32,8,24,3,8,12,15,6,15,21,24,6,4,4,23,42,2024,playoff
mannte01,SG,LAC,6,6,187,19,46,10,22,9,24,8,8,17,13,30,11,0,0,5,19,56,2024,playoff
marshna01,SF,NOP,4,0,84,12,28,6,15,6,13,6,6,3,8,11,5,2,2,2,9,36,2024,playoff
martica02,SF,MIA,5,5,176,21,45,11,25,10,20,5,5,5,13,18,7,3,0,3,14,58,2024,playoff
maxeyty01,PG,PHI,6,6,267,66,138,22,55,44,83,25,28,1,30,31,41,5,2,13,16,179,2024,playoff
mcbrimi01,PG,NYK,13,2,347,54,124,25,68,29,56,10,12,7,22,29,25,7,2,11,30,143,2024,playoff
mccolcj01,PG,NOP,4,4,148,31,74,7,29,24,45,2,2,2,17,19,19,7,3,16,14,71,2024,playoff
mccontj01,PG,IND,17,0,348,90,185,7,26,83,159,13,15,11,41,52,86,15,2,21,26,200,2024,playoff
mcdanja02,SF,MIN,16,16,537,72,140,24,56,48,84,27,35,28,33,61,18,14,18,17,54,195,2024,playoff
mcderdo01,SF,IND,10,0,64,5,11,3,8,2,3,0,0,2,1,3,7,0,2,1,5,13,2024,playoff
mclaujo01,PG,MIN,6,0,30,2,9,0,5,2,4,0,2,0,4,4,2,0,0,2,1,4,2024,playoff
meltode01,SG,PHI,1,0,7,0,2,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,2024,playoff
merrisa01,SG,CLE,10,0,125,10,29,10,27,0,2,3,3,2,10,12,9,0,0,0,9,33,2024,playoff
middlkh01,SF,MIL,6,6,230,55,114,11,31,44,83,27,30,12,43,55,28,3,1,14,25,148,2024,playoff
millele01,SF,MIN,3,0,7,0,1,0,1,0,0,0,0,1,3,4,0,0,0,0,0,0,2024,playoff
millspa02,PG,MIA,3,0,52,6,17,3,11,3,6,3,4,1,0,1,3,1,0,1,2,18,2024,playoff
miltosh01,SG,NYK,4,0,22,0,6,0,2,0,4,5,6,0,1,1,2,1,0,0,0,5,2024,playoff
minotjo01,SF,MIN,5,0,18,2,9,2,5,0,4,0,0,1,4,5,3,0,0,0,2,6,2024,playoff
mitchdo01,SG,CLE,10,10,382,107,225,29,82,78,143,53,65,6,48,54,47,13,3,28,29,296,2024,playoff
mobleev01,PF,CLE,12,12,422,81,146,5,18,76,128,25,36,30,81,111,28,10,26,22,34,192,2024,playoff
moorewe01,SG,MIN,6,0,18,3,7,1,4,2,3,0,0,0,2,2,2,1,0,1,3,7,2024,playoff
morrima03,PF,CLE,9,1,138,22,48,9,23,13,25,2,3,2,23,25,3,4,0,3,8,55,2024,playoff
morrima02,PF,DAL,1,0,12,1,5,1,3,0,2,0,0,0,4,4,0,0,0,1,1,3,2024,playoff
morrimo01,PG,MIN,9,0,67,9,30,1,14,8,16,2,2,1,5,6,9,2,1,0,6,21,2024,playoff
murphtr02,SF,NOP,4,4,168,18,48,10,30,8,18,0,0,3,23,26,9,5,6,8,12,46,2024,playoff
murraja01,PG,DEN,12,12,462,100,249,23,73,77,176,24,26,9,43,52,67,10,6,31,28,247,2024,playoff
mykhasv01,SF,BOS,8,0,32,3,12,2,9,1,3,0,0,1,4,5,1,1,0,2,3,8,2024,playoff
nancela02,C,NOP,4,0,84,10,17,1,4,9,13,4,6,15,18,33,7,2,0,7,9,25,2024,playoff
nembhan01,PG,IND,17,17,554,102,182,29,60,73,122,20,26,14,42,56,94,6,4,23,56,253,2024,playoff
nesmiaa01,SF,IND,17,17,559,61,141,22,79,39,62,34,37,19,65,84,37,11,9,23,66,178,2024,playoff
niangge01,PF,CLE,10,0,121,9,41,3,23,6,18,7,8,3,9,12,4,4,2,7,18,28,2024,playoff
nnajize01,PF,DEN,3,0,14,2,3,0,0,2,3,1,2,2,0,2,0,0,1,2,1,5,2024,playoff
nurkiju01,C,PHO,4,4,104,13,26,0,2,13,24,5,11,13,20,33,11,6,6,6,15,31,2024,playoff
onealro01,SF,PHO,4,2,104,7,22,6,18,1,4,0,0,5,14,19,4,1,0,2,11,20,2024,playoff
okekech01,SF,ORL,2,0,10,2,3,1,2,1,1,1,1,0,0,0,1,0,0,0,0,6,2024,playoff
okogijo01,SG,PHO,4,0,29,5,9,1,3,4,6,3,6,0,4,4,2,2,0,2,7,14,2024,playoff
okorois01,SF,CLE,12,7,263,25,70,9,35,16,35,7,9,5,16,21,13,11,4,11,30,66,2024,playoff
oubreke01,SF,PHI,6,6,224,31,64,9,23,22,41,8,11,9,15,24,10,11,7,8,24,79,2024,playoff
payneca01,PG,PHI,5,0,61,10,25,8,18,2,7,0,0,0,6,6,7,1,4,3,10,28,2024,playoff
pickeja02,SG,DEN,3,0,11,2,3,0,1,2,2,0,0,0,1,1,1,0,1,0,1,4,2024,playoff
plumlma01,C,LAC,6,0,66,7,18,0,0,7,18,5,8,7,13,20,4,3,2,2,13,19,2024,playoff
portemi01,SF,DEN,12,12,443,68,146,33,81,35,65,20,26,8,74,82,13,11,10,18,27,189,2024,playoff
portibo01,PF,MIL,6,6,187,44,91,3,12,41,79,8,13,16,52,68,6,3,1,9,13,99,2024,playoff
porzikr01,C,BOS,7,4,165,28,60,10,29,18,31,20,22,4,27,31,8,5,11,5,15,86,2024,playoff
poweldw01,C,DAL,13,0,44,1,3,0,0,1,3,4,6,3,9,12,3,1,0,3,9,6,2024,playoff
powelno01,SG,LAC,6,0,179,26,61,13,29,13,32,12,15,3,14,17,2,3,0,7,20,77,2024,playoff
princta02,PF,LAL,5,0,111,12,29,5,17,7,12,8,8,1,11,12,3,1,2,1,9,37,2024,playoff
pritcpa01,PG,BOS,19,0,355,44,105,23,60,21,45,11,12,14,23,37,40,4,0,14,22,122,2024,playoff
prospol01,PF,DAL,3,0,9,0,2,0,0,0,2,0,0,0,3,3,1,0,0,0,0,0,2024,playoff
quetane01,C,BOS,3,0,13,2,3,0,0,2,3,0,0,1,2,3,0,0,1,0,0,4,2024,playoff
reaveau01,SG,LAL,5,5,174,30,63,7,26,23,37,17,19,5,14,19,18,7,3,4,8,84,2024,playoff
reedpa01,C,PHI,6,0,43,4,9,0,0,4,9,1,2,9,7,16,2,1,3,3,7,9,2024,playoff
reidna01,C,MIN,16,0,361,65,142,25,69,40,73,22,31,9,50,59,16,8,12,14,32,177,2024,playoff
robindu01,SF,MIA,5,0,60,5,16,3,13,2,3,0,0,0,5,5,6,2,0,5,6,13,2024,playoff
robinmi01,C,NYK,6,0,115,7,14,0,0,7,14,3,8,23,18,41,3,6,7,3,15,17,2024,playoff
robinor01,C,MIA,1,0,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2024,playoff
robinje02,PF,NOP,1,0,5,1,2,0,0,1,2,0,2,1,0,1,1,0,0,0,0,2,2024,playoff
roddyda01,PF,PHO,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,playoff
russeda01,PG,LAL,5,5,185,28,73,14,44,14,29,1,2,1,13,14,21,4,1,9,6,71,2024,playoff
ryanma01,SF,NOP,1,0,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,2024,playoff
sheppbe01,SG,IND,17,2,335,31,71,19,50,12,21,7,9,10,41,51,17,8,1,11,32,88,2024,playoff
siakapa01,PF,IND,17,17,603,157,290,14,47,143,243,39,63,42,86,128,64,13,7,19,48,367,2024,playoff
simsje01,C,NYK,5,0,27,2,2,0,0,2,2,3,4,3,5,8,1,2,1,0,1,7,2024,playoff
smithja04,C,IND,7,0,42,3,8,2,4,1,4,5,8,7,7,14,2,2,1,4,8,13,2024,playoff
sprinja01,PG,BOS,4,0,22,2,3,0,0,2,3,0,0,0,3,3,1,0,1,2,1,4,2024,playoff
strawju01,SF,DEN,3,0,16,2,6,1,4,1,2,2,4,0,2,2,0,1,0,1,3,7,2024,playoff
strusma01,SF,CLE,12,12,434,42,103,25,72,17,31,5,5,8,56,64,35,9,0,15,41,114,2024,playoff
suggsja01,SG,ORL,7,7,232,33,82,14,48,19,34,23,30,11,25,36,23,9,3,20,18,103,2024,playoff
tatumja01,PF,BOS,19,19,768,159,372,39,138,120,234,118,137,17,167,184,119,20,13,50,54,475,2024,playoff
theisda01,C,LAC,1,0,4,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2024,playoff
thomais02,PG,PHO,1,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2024,playoff
thomptr01,C,CLE,10,0,87,7,16,0,0,7,16,1,2,10,10,20,10,1,5,2,9,15,2024,playoff
tillmxa01,PF,BOS,8,0,69,5,8,1,1,4,7,1,1,4,10,14,3,3,3,3,7,12,2024,playoff
toppiob01,PF,IND,17,0,343,73,135,20,56,53,79,19,25,10,65,75,29,6,6,14,21,185,2024,playoff
townska01,PF,MIN,16,16,522,108,232,30,83,78,149,59,69,35,109,144,42,12,3,27,55,305,2024,playoff
tuckepj01,PF,LAC,2,1,31,4,6,3,4,1,2,0,0,3,0,3,0,0,0,3,6,11,2024,playoff
turnemy01,C,IND,17,17,550,106,205,39,86,67,119,38,50,26,87,113,36,8,25,33,44,289,2024,playoff
tysonhu01,PF,DEN,3,0,14,0,4,0,3,0,1,1,2,1,2,3,1,0,0,1,0,1,2024,playoff
valanjo01,C,NOP,4,4,90,22,42,0,1,22,41,14,17,18,26,44,5,2,0,10,9,58,2024,playoff
vincega01,PG,LAL,5,0,69,3,12,1,7,2,5,0,0,1,7,8,3,2,0,3,8,7,2024,playoff
wadede01,PF,CLE,3,1,63,4,13,3,10,1,3,0,0,1,5,6,5,1,2,2,4,11,2024,playoff
wagnefr01,SF,ORL,7,7,259,42,103,9,34,33,69,39,44,10,38,48,31,5,9,9,20,132,2024,playoff
wagnemo01,C,ORL,7,0,105,16,36,2,9,14,27,10,17,11,20,31,2,6,3,8,21,44,2024,playoff
walkeja02,PF,IND,9,0,31,3,10,0,3,3,7,2,3,1,3,4,4,2,1,6,2,8,2024,playoff
wallaca01,SG,OKC,10,0,198,16,41,9,28,7,13,1,2,7,6,13,10,9,2,4,14,42,2024,playoff
walshjo01,SF,BOS,3,0,11,1,3,0,1,1,2,0,0,0,2,2,0,0,0,0,0,2,2024,playoff
warretj01,SF,MIN,3,0,11,0,2,0,1,0,1,0,0,2,1,3,1,0,0,0,0,0,2024,playoff
washipj01,PF,DAL,22,22,785,100,234,47,135,53,99,39,55,33,112,145,31,16,17,32,67,286,2024,playoff
waterli01,SG,OKC,3,0,9,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2024,playoff
watsope01,SF,DEN,10,0,90,6,24,3,12,3,12,3,6,2,13,15,4,0,6,3,9,18,2024,playoff
westbru01,PG,LAC,6,0,114,13,50,4,17,9,33,8,13,6,19,25,10,7,3,10,11,38,2024,playoff
whitede01,SG,BOS,19,19,676,109,241,65,161,44,80,35,38,19,62,81,77,18,23,16,44,318,2024,playoff
wiggiaa01,SG,OKC,10,0,157,23,47,6,20,17,27,10,11,9,23,32,10,6,3,9,8,62,2024,playoff
willija06,PF,OKC,10,10,377,75,160,15,39,60,121,22,27,13,55,68,54,17,5,19,21,187,2024,playoff
willija07,C,OKC,10,0,127,16,33,9,22,7,11,3,4,4,28,32,15,4,3,3,11,44,2024,playoff
willike04,PF,OKC,7,0,32,2,8,0,5,2,3,0,0,1,7,8,3,1,0,0,3,4,2024,playoff
wrighde01,PG,MIA,4,1,107,12,20,6,10,6,10,2,2,2,10,12,7,4,1,0,5,32,2024,playoff
youngth01,PF,PHO,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,playoff
zubaciv01,C,LAC,6,6,192,42,70,0,0,42,70,13,20,18,38,56,6,5,3,8,21,97,2024,playoff
